birth_id,line_id,number,sex,dob,source,litter_id,ear_mark,sire,dam,generation,gt_app,gt_ps1,gt_aqp4,gt_cagegfp,genotype,genotype_status,status,status_date,notes
5xfad_aqp4ko-15,5xfad_aqp4ko,15,F,2024-02-14,in_house,,,5 x FAD x AQP4KO 1,AQP4KO 11,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,suntory tag:Punch
5xfad_aqp4ko-16,5xfad_aqp4ko,16,F,2024-02-14,in_house,,,5 x FAD x AQP4KO 1,AQP4KO 11,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,suntory tag:Punch
5xfad_aqp4ko-17,5xfad_aqp4ko,17,F,2024-02-14,in_house,,,5 x FAD x AQP4KO 1,AQP4KO 11,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,suntory tag:Punch
5xfad_aqp4ko-18,5xfad_aqp4ko,18,F,2024-02-14,in_house,,,5 x FAD x AQP4KO 1,AQP4KO 11,2,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,tag:Punch
5xfad_aqp4ko-19,5xfad_aqp4ko,19,F,2024-02-14,in_house,,,5 x FAD x AQP4KO 1,AQP4KO 11,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,suntory tag:Punch
5xfad_aqp4ko-20,5xfad_aqp4ko,20,F,2024-03-22,in_house,,,5 x FAD x AQP4KO 1,AQP4KO 8,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,suntory tag:Punch
5xfad_aqp4ko-21,5xfad_aqp4ko,21,F,2024-03-22,in_house,,,5 x FAD x AQP4KO 1,AQP4KO 8,2,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,AQP4KO(交配用) tag:Punch
5xfad_aqp4ko-22,5xfad_aqp4ko,22,M,2024-04-05,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,suntory tag:Punch
5xfad_aqp4ko-23,5xfad_aqp4ko,23,M,2024-04-05,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,suntory tag:Punch
5xfad_aqp4ko-24,5xfad_aqp4ko,24,M,2024-04-05,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,suntory tag:Punch
5xfad_aqp4ko-25,5xfad_aqp4ko,25,F,2024-04-05,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,AQP4KO(交配用) tag:Punch
5xfad_aqp4ko-26,5xfad_aqp4ko,26,F,2024-04-05,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,suntory tag:Punch
5xfad_aqp4ko-27,5xfad_aqp4ko,27,F,2024-04-05,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,衰弱 tag:Punch
5xfad_aqp4ko-28,5xfad_aqp4ko,28,M,2024-04-21,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,water intoxication tag:Punch
5xfad_aqp4ko-29,5xfad_aqp4ko,29,M,2024-04-21,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,water intoxication tag:Punch
5xfad_aqp4ko-30,5xfad_aqp4ko,30,M,2024-04-21,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,suntory (予備) tag:Punch
5xfad_aqp4ko-31,5xfad_aqp4ko,31,M,2024-04-21,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,water intoxication tag:Punch
5xfad_aqp4ko-32,5xfad_aqp4ko,32,M,2024-04-21,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,water intoxication tag:Punch
5xfad_aqp4ko-33,5xfad_aqp4ko,33,F,2024-04-21,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,AQP4KO実験用 tag:Punch
5xfad_aqp4ko-34,5xfad_aqp4ko,34,F,2024-04-21,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,suntory (予備) tag:Punch
5xfad_aqp4ko-35,5xfad_aqp4ko,35,M,2024-05-02,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,交配用を選ぶ tag:Punch
5xfad_aqp4ko-36,5xfad_aqp4ko,36,M,2024-05-02,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,交配用を選ぶ tag:Punch
5xfad_aqp4ko-37,5xfad_aqp4ko,37,F,2024-05-02,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,交配用を選ぶ tag:Punch
5xfad_aqp4ko-38,5xfad_aqp4ko,38,F,2024-05-02,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,AQP4KO実験用 tag:Punch
5xfad_aqp4ko-39,5xfad_aqp4ko,39,F,2024-05-02,in_house,,,5 x FAD x AQP4KO 1,AQP4KO,2,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,交配用を選ぶ tag:Punch
5xfad_aqp4ko-40,5xfad_aqp4ko,40,M,2024-06-09,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,tag:Punch
5xfad_aqp4ko-41,5xfad_aqp4ko,41,M,2024-06-09,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,交配用を選ぶ tag:Punch
5xfad_aqp4ko-42,5xfad_aqp4ko,42,M,2024-06-09,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,交配用を選ぶ tag:Punch
5xfad_aqp4ko-43,5xfad_aqp4ko,43,M,2024-06-09,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,AQP4KO実験用 tag:Punch
5xfad_aqp4ko-44,5xfad_aqp4ko,44,M,2024-06-09,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,AQP4KO実験用 tag:Punch
5xfad_aqp4ko-45,5xfad_aqp4ko,45,F,2024-06-09,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,発育不良 tag:Punch
5xfad_aqp4ko-46,5xfad_aqp4ko,46,F,2024-06-09,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,交配用を選ぶ　自然死 tag:Punch
5xfad_aqp4ko-47,5xfad_aqp4ko,47,F,2024-06-09,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,tag:Punch
5xfad_aqp4ko-48,5xfad_aqp4ko,48,F,2024-06-09,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,交配用を選ぶ tag:Punch
5xfad_aqp4ko-49,5xfad_aqp4ko,49,F,2024-06-09,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,交配用を選ぶ　自然死 tag:Punch
5xfad_aqp4ko-50,5xfad_aqp4ko,50,M,2024-06-17,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,AQP4KO実験用 tag:Punch
5xfad_aqp4ko-51,5xfad_aqp4ko,51,M,2024-06-17,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,tag:Punch
5xfad_aqp4ko-52,5xfad_aqp4ko,52,M,2024-06-17,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,tag:Punch
5xfad_aqp4ko-53,5xfad_aqp4ko,53,M,2024-06-17,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,tag:Punch
5xfad_aqp4ko-54,5xfad_aqp4ko,54,M,2024-06-17,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,tag:Punch
5xfad_aqp4ko-55,5xfad_aqp4ko,55,F,2024-06-17,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,tag:Punch
5xfad_aqp4ko-56,5xfad_aqp4ko,56,F,2024-06-17,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,sacrificed,,AQP4KO実験用 tag:Punch
5xfad_aqp4ko-57,5xfad_aqp4ko,57,F,2024-06-17,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,tag:Punch
5xfad_aqp4ko-58,5xfad_aqp4ko,58,F,2024-06-17,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,AQP4バンド出ず tag:Punch
5xfad_aqp4ko-59,5xfad_aqp4ko,59,F,2024-06-17,in_house,,,5 x FAD x AQP4KO,5 x FAD x AQP4KO,3,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,sacrificed,,AQP4バンド出ず tag:Punch
5xfad_aqp4ko-60,5xfad_aqp4ko,60,M,2025-04-24,in_house,,,5 x FAD x AQP4KO　53,AQP4KO 34,4,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-61,5xfad_aqp4ko,61,M,2025-04-24,in_house,,,5 x FAD x AQP4KO　53,AQP4KO 34,4,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-62,5xfad_aqp4ko,62,M,2025-04-24,in_house,,,5 x FAD x AQP4KO　53,AQP4KO 34,4,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-63,5xfad_aqp4ko,63,M,2025-04-24,in_house,,,5 x FAD x AQP4KO　53,AQP4KO 34,4,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-64,5xfad_aqp4ko,64,M,2025-05-22,in_house,,,5 x FAD x AQP4KO　53,AQP4KO 33,4,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-65,5xfad_aqp4ko,65,M,2025-05-22,in_house,,,5 x FAD x AQP4KO　53,AQP4KO 33,4,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-66,5xfad_aqp4ko,66,M,2025-05-22,in_house,,,5 x FAD x AQP4KO　53,AQP4KO 33,4,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-67,5xfad_aqp4ko,67,F,2025-05-22,in_house,,,5 x FAD x AQP4KO　53,AQP4KO 33,4,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-68,5xfad_aqp4ko,68,F,2025-05-22,in_house,,,5 x FAD x AQP4KO　53,AQP4KO 33,4,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-69,5xfad_aqp4ko,69,F,2025-05-22,in_house,,,5 x FAD x AQP4KO　53,AQP4KO 33,4,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-70,5xfad_aqp4ko,70,M,2025-10-15,in_house,,,5 x FAD x AQP4KO　65,AQP4KO 59,5,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,mating,,5 x FAD x AQP4KO交配用 tag:Punch orig:交配予定
5xfad_aqp4ko-71,5xfad_aqp4ko,71,M,2025-10-15,in_house,,,5 x FAD x AQP4KO　65,AQP4KO 59,5,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-72,5xfad_aqp4ko,72,F,2025-10-15,in_house,,,5 x FAD x AQP4KO　65,AQP4KO 59,5,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-73,5xfad_aqp4ko,73,F,2025-10-15,in_house,,,5 x FAD x AQP4KO　65,AQP4KO 59,5,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-74,5xfad_aqp4ko,74,F,2025-10-15,in_house,,,5 x FAD x AQP4KO　65,AQP4KO 59,5,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-75,5xfad_aqp4ko,75,F,2025-10-15,in_house,,,5 x FAD x AQP4KO　65,AQP4KO 59,5,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-76,5xfad_aqp4ko,76,F,2025-10-15,in_house,,,5 x FAD x AQP4KO　65,AQP4KO 59,5,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-77,5xfad_aqp4ko,77,M,2025-10-19,in_house,,,5 x FAD x AQP4KO　60,AQP4KO 57,5,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-78,5xfad_aqp4ko,78,M,2025-10-19,in_house,,,5 x FAD x AQP4KO　60,AQP4KO 57,5,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,mating,,5 x FAD x AQP4KO交配用 tag:Punch orig:交配予定
5xfad_aqp4ko-79,5xfad_aqp4ko,79,F,2025-10-19,in_house,,,5 x FAD x AQP4KO　60,AQP4KO 57,5,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-80,5xfad_aqp4ko,80,F,2025-10-19,in_house,,,5 x FAD x AQP4KO　60,AQP4KO 57,5,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch
5xfad_aqp4ko-81,5xfad_aqp4ko,81,F,2025-10-19,in_house,,,5 x FAD x AQP4KO　60,AQP4KO 57,5,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,alive,,tag:Punch orig:実験中
5xfad_aqp4ko-82,5xfad_aqp4ko,82,F,2025-10-19,in_house,,,5 x FAD x AQP4KO　60,AQP4KO 57,5,+/-,+/-,-,,APP:+/-; PS1:+/-; AQP4:-,confirmed,alive,,tag:Punch orig:実験中
5xfad_aqp4ko-83,5xfad_aqp4ko,83,F,2025-10-19,in_house,,,5 x FAD x AQP4KO　60,AQP4KO 57,5,-/-,-/-,-,,APP:-/-; PS1:-/-; AQP4:-,confirmed,alive,,tag:Punch orig:実験中
5xfad_aqp4ko-84,5xfad_aqp4ko,84,M,2026-05-21,in_house,,,5 x FAD 121,AQP4KO 80,,,,,,,pending,alive,,
5xfad_aqp4ko-85,5xfad_aqp4ko,85,M,2026-05-21,in_house,,,5 x FAD 121,AQP4KO 80,,,,,,,pending,alive,,
5xfad_aqp4ko-86,5xfad_aqp4ko,86,M,2026-05-21,in_house,,,5 x FAD 121,AQP4KO 80,,,,,,,pending,alive,,
5xfad_aqp4ko-87,5xfad_aqp4ko,87,M,2026-05-21,in_house,,,5 x FAD 121,AQP4KO 80,,,,,,,pending,alive,,
5xfad_aqp4ko-88,5xfad_aqp4ko,88,M,2026-05-21,in_house,,,5 x FAD 121,AQP4KO 80,,,,,,,pending,alive,,
5xfad_aqp4ko-89,5xfad_aqp4ko,89,M,2026-05-21,in_house,,,5 x FAD 121,AQP4KO 80,,,,,,,pending,alive,,
5xfad_aqp4ko-90,5xfad_aqp4ko,90,F,2026-05-21,in_house,,,5 x FAD 121,AQP4KO 80,,,,,,,pending,alive,,
5xfad_aqp4ko-91,5xfad_aqp4ko,91,F,2026-05-21,in_house,,,5 x FAD 121,AQP4KO 80,,,,,,,pending,alive,,
5xfad_aqp4ko-92,5xfad_aqp4ko,92,F,2026-05-21,in_house,,,5 x FAD 121,AQP4KO 80,,,,,,,pending,alive,,
5xfad_aqp4ko-93,5xfad_aqp4ko,93,F,2026-05-21,in_house,,,5 x FAD 121,AQP4KO 80,,,,,,,pending,alive,,
5xfad_aqp4ko-94,5xfad_aqp4ko,94,M,2026-05-23,in_house,,,5 x FAD 120,AQP4KO 79,,,,,,,pending,alive,,
5xfad_aqp4ko-95,5xfad_aqp4ko,95,M,2026-05-23,in_house,,,5 x FAD 120,AQP4KO 79,,,,,,,pending,alive,,
5xfad_aqp4ko-96,5xfad_aqp4ko,96,M,2026-05-23,in_house,,,5 x FAD 120,AQP4KO 79,,,,,,,pending,alive,,
5xfad_aqp4ko-97,5xfad_aqp4ko,97,M,2026-05-23,in_house,,,5 x FAD 120,AQP4KO 79,,,,,,,pending,alive,,
5xfad_aqp4ko-98,5xfad_aqp4ko,98,F,2026-05-23,in_house,,,5 x FAD 120,AQP4KO 79,,,,,,,pending,alive,,
5xfad_aqp4ko-99,5xfad_aqp4ko,99,,2026-05-23,in_house,,,5 x FAD 120,AQP4KO 79,,,,,,,pending,dead,,離乳前に死亡
aqp4ko-1,aqp4ko,1,M,2023-03-06,in_house,,,AQP4KO-28,AQP4KO-10,2,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-2,aqp4ko,2,M,2023-03-06,in_house,,,AQP4KO-28,AQP4KO-10,2,,,-,,AQP4:-,confirmed,sacrificed,,tag:左1
aqp4ko-3,aqp4ko,3,F,2023-03-08,in_house,,,AQP4KO-28,AQP4KO-10,2,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-4,aqp4ko,4,F,2023-03-08,in_house,,,AQP4KO-28,AQP4KO-10,2,,,-,,AQP4:-,confirmed,sacrificed,,tag:左1
aqp4ko-5,aqp4ko,5,M,2023-03-02,in_house,,,AQP4KO-6,AQP4KO-25,2,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-6,aqp4ko,6,M,2023-03-02,in_house,,,AQP4KO-6,AQP4KO-25,2,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-7,aqp4ko,7,M,2023-03-02,in_house,,,AQP4KO-6,AQP4KO-25,2,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-8,aqp4ko,8,M,2023-03-02,in_house,,,AQP4KO-6,AQP4KO-25,2,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-9,aqp4ko,9,F,2023-03-02,in_house,,,AQP4KO-6,AQP4KO-25,2,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-10,aqp4ko,10,F,2023-03-02,in_house,,,AQP4KO-6,AQP4KO-25,2,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-11,aqp4ko,11,F,2023-03-02,in_house,,,AQP4KO-6,AQP4KO-25,2,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-12,aqp4ko,12,F,2023-03-02,in_house,,,AQP4KO-6,AQP4KO-25,2,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-13,aqp4ko,13,M,2023-10-27,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-14,aqp4ko,14,M,2023-10-27,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,tag:左1
aqp4ko-15,aqp4ko,15,M,2023-10-27,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,tag:右1
aqp4ko-16,aqp4ko,16,M,2023-10-27,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,tag:左1右1
aqp4ko-17,aqp4ko,17,M,2023-10-27,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,tag:左2
aqp4ko-18,aqp4ko,18,F,2023-10-27,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-19,aqp4ko,19,M,2024-01-12,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-20,aqp4ko,20,M,2024-01-12,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-21,aqp4ko,21,M,2024-01-12,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-22,aqp4ko,22,M,2024-01-12,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-23,aqp4ko,23,F,2024-01-12,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-24,aqp4ko,24,F,2024-01-12,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-25,aqp4ko,25,F,2024-01-12,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-26,aqp4ko,26,F,2024-02-14,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-27,aqp4ko,27,F,2024-02-14,in_house,,,AQP4KO-1,AQP4KO-9,3,,,-,,AQP4:-,confirmed,sacrificed,,
aqp4ko-28,aqp4ko,28,M,2024-11-19,in_house,,,5xFAD-AQP4KO-41,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-29,aqp4ko,29,M,2024-11-19,in_house,,,5xFAD-AQP4KO-41,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-30,aqp4ko,30,F,2024-11-19,in_house,,,5xFAD-AQP4KO-41,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-31,aqp4ko,31,F,2024-11-19,in_house,,,5xFAD-AQP4KO-41,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-32,aqp4ko,32,F,2024-11-19,in_house,,,5xFAD-AQP4KO-41,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-33,aqp4ko,33,F,2024-11-19,in_house,,,5xFAD-AQP4KO-41,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-34,aqp4ko,34,F,2024-11-19,in_house,,,5xFAD-AQP4KO-41,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-35,aqp4ko,35,F,2024-11-19,in_house,,,5xFAD-AQP4KO-41,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-36,aqp4ko,36,M,2025-01-28,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,→mita tag:Punch
aqp4ko-37,aqp4ko,37,M,2025-01-28,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-38,aqp4ko,38,M,2025-01-28,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,alive,,tag:Punch
aqp4ko-39,aqp4ko,39,M,2025-01-28,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,alive,,tag:Punch
aqp4ko-40,aqp4ko,40,M,2025-01-28,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,alive,,tag:Punch
aqp4ko-41,aqp4ko,41,F,2025-01-28,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-42,aqp4ko,42,F,2025-01-28,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,alive,,tag:Punch
aqp4ko-43,aqp4ko,43,F,2025-01-28,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,alive,,tag:Punch
aqp4ko-44,aqp4ko,44,F,2025-01-28,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,alive,,tag:Punch
aqp4ko-45,aqp4ko,45,M,2025-02-26,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
aqp4ko-46,aqp4ko,46,M,2025-02-26,in_house,,,5xFAD-AQP4KO-36,5xFAD-AQP4KO-55,4,,,-,,AQP4:-,confirmed,sacrificed,,tag:Punch
